TargetGene	chr	start	end	averageCorr	averageCorrWeighted	Nchunks	Ncelltypes
IQCF5	chr3	51875334	51875834	-0.000158023111805773	-0.000192007989157124	32	4
IQCF5-AS1	chr3	51873345	51873845	-6.96279618219168e-05	-0.000104127462349304	19	3
IQCF6	chr3	51778937	51779437	-0.000118959468644281	-0.000192737769610138	18	4
IQCG	chr3	197959769	197960269	0.634916736527721	0.629506638009206	365	131
IQCH	chr15	67254549	67255049	0.568344600630795	0.584948604924212	979	131
IQCH-AS1	chr15	67521594	67522094	0.708826412103197	0.706773352266938	670	131
IQCJ	chr3	159069001	159069501	-0.000170623103024662	-0.000131629479025227	201	5
IQCJ-SCHIP1	chr3	159069001	159069501	-0.000170623103024662	-0.000131629479025227	201	5
IQCJ-SCHIP1-AS1	chr3	159768362	159768862	0.00866533438909411	0.0086171816358053	305	19
IQCK	chr16	19716205	19716705	0.102548834209418	0.0936820275439431	588	57
IQGAP1	chr15	90387990	90388490	0.663851515715645	0.656713125332273	813	131
IQGAP2	chr5	76608844	76609344	0.0477580115317379	0.0404052927088039	749	74
IQGAP3	chr1	156572354	156572854	0.337975989292559	0.318313103244177	648	119
IQSEC1	chr3	12967448	12967948	0.105804296296729	0.0996958899619883	961	123
IQSEC2	chrX	53281364	53281864	0.180995450327368	0.170006662328194	445	111
IQSEC3	chr12	77125	77625	NA	NA	45	1
IQUB	chr7	123532698	123533198	0.163347293187556	0.139499926767893	547	66
IRAIN	chr15	98650971	98651471	0.395810380792827	0.35072938469951	661	110
IRAK1	chrX	154019641	154020141	0.383068521298621	0.344043406450581	701	130
IRAK1BP1	chr6	78867293	78867793	0.548820654745751	0.534227110765535	777	130
IRAK2	chr3	10164628	10165128	0.199349735274982	0.191674469068073	609	120
IRAK3	chr12	66188947	66189447	0.326693457972243	0.330128516198778	830	105
IRAK4	chr12	43758693	43759193	0.755697724271071	0.742098121044009	467	131
IREB2	chr15	78437925	78438425	0.685919815485679	0.678201957232046	691	131
IRF1	chr5	132490523	132491023	0.469713473882448	0.446117363929411	644	131
IRF2	chr4	184474322	184474822	0.526239751179599	0.516439441406314	975	131
IRF2BP1	chr19	45885920	45886420	0.425365853246511	0.385449583517798	275	117
IRF2BP2	chr1	234609275	234609775	0.490277304632968	0.460054189019625	853	127
IRF2BPL	chr14	77028449	77028949	0.480286330501838	0.452961333797296	544	131
IRF3	chr19	49665625	49666125	0.104477972002914	0.0791150546904845	225	102
IRF4	chr6	391488	391988	0.0462244905538541	0.0415777669733601	672	48
IRF5	chr7	128937686	128938186	0.0879232875765965	0.0863441259070174	815	90
IRF6	chr1	209805925	209806425	0.0719841090840965	0.0614107781137547	827	104
IRF7	chr11	615749	616249	0.329984485234448	0.335547369788058	789	131
IRF8	chr16	85898917	85899417	0.050501162625993	0.0465730886204699	933	88
IRF9	chr14	24160962	24161462	0.192565208332335	0.184578230177248	381	114
IRGC	chr19	43715811	43716311	5.80849389498825e-06	-6.37210396568978e-05	97	7
IRGM	chr5	150846272	150846772	0.00734073672496574	0.00604656373109318	410	36
IRGQ	chr19	43595885	43596385	0.690857006822552	0.694348337252535	285	131
IRS1	chr2	226798540	226799040	0.32129431939452	0.297519994835016	858	115
IRS2	chr13	109786317	109786817	0.48146132871564	0.465677454087458	827	124
IRS4	chrX	108736127	108736627	0.0111735993804388	0.00872297661869919	454	22
IRX1	chr5	3595803	3596303	0.00375888350525153	0.00291374057008088	518	16
IRX2	chr5	2751405	2751905	0.0366735125207771	0.0328816984816263	644	35
IRX3	chr16	54286216	54286716	0.198661449750701	0.204774493053649	853	89
IRX4	chr5	1882516	1883016	0.00368740731885796	0.00268753560756066	546	19
IRX5	chr16	54930948	54931448	0.282329636035373	0.286586938408594	804	112
IRX6	chr16	55324308	55324808	-3.04493770237694e-05	-0.000162017538839847	381	18
ISCA1	chr9	86282325	86282825	0.697221519837406	0.676733909560178	474	131
ISCA2	chr14	74493469	74493969	0.79162281373005	0.808548130509155	688	131
ISCU	chr12	108561212	108561712	0.517706157806436	0.521336720372296	742	131
ISG15	chr1	1013216	1013716	0.27274568533268	0.264762229715124	838	131
ISG20	chr15	88635386	88635886	0.254026876908995	0.24363595866545	425	88
ISG20L2	chr1	156728189	156728689	0.545555561093417	0.548748354474023	457	131
ISL1	chr5	51382873	51383373	0.0694463344224281	0.0624641197256544	849	63
ISL2	chr15	76336473	76336973	0.0942873406117479	0.0962525316490379	642	99
ISLR	chr15	74173495	74173995	0.0480230299712994	0.0442966480521161	838	76
ISLR2	chr15	74130151	74130651	0.0121676074907077	0.00858357580287833	532	28
ISM1	chr20	13221520	13222020	0.031154130798477	0.0305786060908753	712	55
ISM1-AS1	chr20	13239437	13239937	4.87702907077645e-05	3.99219221155237e-05	38	2
ISM2	chr14	77498617	77499117	0.0171852683792272	0.017035239425	434	46
ISOC1	chr5	129094498	129094998	0.688128176854943	0.674477799644536	495	131
ISOC2	chr19	55461432	55461932	0.542943515049959	0.561689012760402	338	130
ISPD	chr7	16421072	16421572	0.62341142274637	0.600791675862119	931	124
ISPD-AS1	chr7	16210235	16210735	-2.05594858409743e-05	-3.77408411464324e-06	161	4
IST1	chr16	71895242	71895742	0.683999511355401	0.679332556646432	359	131
ISX	chr22	35065885	35066385	0.000194380356895708	0.00025057979229646	170	13
ISX-AS1	chr22	34997666	34998166	-0.000151898133440352	-7.60204150806614e-05	84	3
ISY1	chr3	129160980	129161480	0.712308761886891	0.703114878438058	609	131
ISY1-RAB43	chr3	129160980	129161480	0.712308761886891	0.703114878438058	609	131
ISYNA1	chr19	18438051	18438551	0.0971498647465493	0.0833629097960204	544	100
ITCH	chr20	34362984	34363484	0.48358317567487	0.501715679328655	501	130
ITFG1	chr16	47461024	47461524	0.69848902860047	0.693881511412605	660	131
ITFG1-AS1	chr16	47143817	47144317	0.427729605186977	0.439396609124805	881	113
ITFG2	chr12	2812370	2812870	0.750807665822384	0.745312515265951	615	131
ITGA1	chr5	52788051	52788551	0.480904981852399	0.46000135831069	785	124
ITGA10	chr1	145909939	145910439	0.203919262695482	0.201227146321825	547	89
ITGA11	chr15	68431903	68432403	0.0111765241014178	0.0111019532253808	764	62
ITGA2	chr5	52989075	52989575	0.271139698730925	0.242235136747683	951	116
ITGA2B	chr17	44389351	44389851	0.02453813530246	0.0216953309026888	252	59
ITGA3	chr17	50055717	50056217	0.121550025003257	0.110689430112115	772	113
ITGA4	chr2	181456641	181457141	0.369588750676669	0.371491470451779	841	109
ITGA5	chr12	54419016	54419516	0.184442594903241	0.1786307548015	509	123
ITGA6	chr2	172427304	172427804	0.148969456085862	0.127618591618468	997	123
ITGA7	chr12	55707652	55708152	0.0332366127257486	0.0277392150349938	339	89
ITGA8	chr10	15720085	15720585	0.00164227679771222	0.0011267468531654	508	21
ITGA9	chr3	37452071	37452571	0.0211800761095961	0.0191175006164446	588	61
ITGA9-AS1	chr3	37861530	37862030	0.188555648316622	0.182956943004796	658	93
ITGAD	chr16	31393061	31393561	0.00337516989562546	0.00345628181743393	147	20
ITGAE	chr17	3800993	3801493	0.0429476823799816	0.0402830640720308	355	69
ITGAL	chr16	30472411	30472911	0.0713591655240451	0.0720905992587457	282	73
ITGAM	chr16	31259716	31260216	0.0808722800173061	0.0832564728522612	209	58
ITGAV	chr2	186589812	186590312	0.665183194098181	0.67178123889887	584	131
ITGAX	chr16	31354883	31355383	0.0607157574992018	0.0589847934008974	300	78
ITGB1	chr10	32958115	32958615	0.502063454753238	0.502447011103266	626	131
ITGB1BP1	chr2	9423319	9423819	0.671478037307629	0.665005983030702	1131	131
ITGB1BP2	chrX	71301497	71301997	0.206838172629037	0.203347469324152	592	87
ITGB2	chr21	44920800	44921300	0.0674134144349386	0.0673165412418479	631	77
ITGB2-AS1	chr21	44920784	44921284	0.0663777515436225	0.0660243229824868	631	77
ITGB3	chr17	47253591	47254091	0.116761939635604	0.114864355762624	547	104
ITGB3BP	chr1	63523023	63523523	0.685067576612354	0.684489070561359	650	131
ITGB4	chr17	75721077	75721577	0.0170780206885402	0.013333625508133	524	71
ITGB5	chr3	124887055	124887555	0.179724610623417	0.176533349469268	921	118
ITGB6	chr2	160200063	160200563	0.0105756800039989	0.00791652407324999	403	24
ITGB7	chr12	53207057	53207557	0.0951784383712364	0.0916850013280995	295	64
ITGB8	chr7	20330851	20331351	0.513146488979325	0.47373336466642	761	124
ITGBL1	chr13	101452342	101452842	0.014539919124394	0.010146089007899	523	36
ITIH1	chr3	52777335	52777835	0.00130279355581716	0.00103504965513746	111	15
ITIH2	chr10	7703022	7703522	-9.21652742501027e-05	-6.86804181217903e-05	281	7
ITIH3	chr3	52794517	52795017	-2.80721475262301e-05	-0.000108151060500588	176	18
ITIH4	chr3	52830451	52830951	0.0257186639731235	0.0257324190867899	326	53
ITIH4-AS1	chr3	52823684	52824184	-4.71362737880017e-05	-6.32995954710466e-05	187	12
ITIH5	chr10	7666748	7667248	0.000492198119518814	0.000406360179969605	444	17
ITIH6	chrX	54797990	54798490	-3.06159698056683e-05	-4.15077973415087e-05	74	2
ITK	chr5	157180645	157181145	0.00232070404276263	0.00182625513861272	342	21
ITLN1	chr1	160884920	160885420	0.00635490959596935	0.00570612617194192	565	46
ITLN2	chr1	160954549	160955049	0.0224821007002801	0.0208493205230227	711	66
ITM2A	chrX	79367302	79367802	0.191657857361616	0.180291117100865	764	69
ITM2B	chr13	48232887	48233387	0.50214990728807	0.472898694402587	566	130
ITM2C	chr2	230864644	230865144	0.0887426643075194	0.0876873759163428	1052	123
ITPA	chr20	3209109	3209609	0.293034058072425	0.314259667644834	641	130
ITPK1	chr14	93115669	93116169	0.588327073980207	0.589684788423211	853	130
ITPK1-AS1	chr14	93067201	93067701	0.0146528546009794	0.0133786904552689	435	35
ITPKA	chr15	41493607	41494107	0.171077730536327	0.170400583882069	480	124
ITPKB	chr1	226738925	226739425	0.147226079933224	0.142238579244848	931	124
ITPKB-IT1	chr1	226674818	226675318	0.214431985941709	0.213145315728058	757	99
ITPKC	chr19	40716852	40717352	0.433329370612637	0.412763081371343	317	130
ITPR1	chr3	4493097	4493597	0.408250178890509	0.394032900597258	1292	131
ITPR1-AS1	chr3	4492913	4493413	0.579214918129853	0.570035503512468	1139	131
ITPR2	chr12	26832948	26833448	0.625143373127426	0.60251398478636	862	130
ITPR3	chr6	33621128	33621628	0.0736679008036139	0.0631377103091861	488	110
ITPRIP	chr10	104333655	104334155	0.23021602792772	0.203661041386239	401	95
ITPRIPL1	chr2	96325946	96326446	0.0838803103419293	0.0761493302276364	525	68
ITPRIPL2	chr16	19113681	19114181	0.286729846910548	0.285244699301249	732	117
ITSN1	chr21	33642149	33642649	0.812879945627864	0.818947666539943	462	131
ITSN2	chr2	24360278	24360778	0.334874345518246	0.352522863576792	505	123
IVD	chr15	40405234	40405734	0.319273275978451	0.333397480819002	663	128
IVL	chr1	152908294	152908794	0.00488378134595299	0.00321221116323169	105	14
IVNS1ABP	chr1	185317079	185317579	0.68321629130658	0.668331212251989	695	131
IWS1	chr2	127526261	127526761	0.648574443762872	0.63967998100619	980	131
IYD	chr6	150368641	150369141	0.000946970652278723	0.00111889397605364	537	19
IZUMO1	chr19	48746659	48747159	0.173969149466252	0.163041219284392	444	116
IZUMO1R	chr11	94305386	94305886	0.00015330160248436	-6.89298647544936e-05	511	22
IZUMO2	chr19	50163031	50163531	1.28857304387567e-05	1.06900768053959e-05	102	4
IZUMO3	chr9	24545426	24545926	-8.38744258519973e-05	-8.66534125095435e-05	121	3
IZUMO4	chr19	2096618	2097118	0.621185515419714	0.647681662392395	497	131
JADE1	chr4	128809372	128809872	0.559360311401439	0.524266373836886	850	131
JADE2	chr5	134525399	134525899	0.440131715067014	0.402098110085779	481	131
JAG1	chr20	10673796	10674296	0.434060483960699	0.429174234291421	1215	127
JAG2	chr14	105168574	105169074	0.00282248782573159	0.00226592773783719	619	31
JAGN1	chr3	9890336	9890836	0.435965419814802	0.446801351116752	534	131
JAK1	chr1	64966319	64966819	0.545785657726086	0.536764613745703	910	131
JAK2	chr9	4984979	4985479	0.720132304712921	0.723842363216992	694	131
JAK3	chr19	17847782	17848282	0.085084094751187	0.0701532796726145	470	89
JAKMIP1	chr4	6200341	6200841	0.00836236649359632	0.00623864009117816	531	41
JAKMIP2	chr5	147782598	147783098	0.0644159415575551	0.0529092490788532	676	74
JAKMIP2-AS1	chr5	147559743	147560243	0.0023063098380197	0.00107631724652887	347	17
JAKMIP3	chr10	132065716	132066216	0.0377442690846324	0.0314029645833158	1384	75
JAM2	chr21	25639031	25639531	0.261657990396163	0.257005079536249	832	108
JAM3	chr11	134068674	134069174	0.104996756767359	0.0916613825955548	858	84
JAML	chr11	118213109	118213609	0.0486902779835886	0.0472821937361432	620	68
JARID2	chr6	15245724	15246224	0.658114267019101	0.651590139251916	866	131
JARID2-AS1	chr6	15248446	15248946	0.639700282975642	0.632727443834169	869	131
JAZF1	chr7	28180568	28181068	0.0344186451188422	0.0293897133065631	1182	112
JAZF1-AS1	chr7	28180206	28180706	0.0321243036767165	0.0271832056055209	1090	106
JCHAIN	chr4	70666381	70666881	0.0162690334329035	0.0141521484530684	424	25
JDP2	chr14	75428106	75428606	0.0688256580687145	0.0593298164172814	1007	119
JHDM1D-AS1	chr7	140177010	140177510	0.673473142178661	0.673162768628323	686	131
JKAMP	chr14	59484192	59484692	0.693132489004889	0.686091628391637	501	131
JMJD1C	chr10	63268973	63269473	0.617861267079927	0.60461198327726	691	131
JMJD1C-AS1	chr10	63464978	63465478	0.385905415669882	0.353138108999497	1091	129
JMJD4	chr1	227735161	227735661	0.504208852864812	0.55184157448407	798	131
JMJD6	chr17	76726549	76727049	0.641597822744438	0.634270071688243	446	131
JMJD7	chr15	41827834	41828334	0.31974641339965	0.329544227743043	584	129
JMJD7-PLA2G4B	chr15	41827834	41828334	0.31974641339965	0.329544227743043	584	129
JMJD8	chr16	684196	684696	0.092344662832431	0.0863828055124101	395	118
JMY	chr5	79235851	79236351	0.542750033986781	0.535784431220604	869	129
JOSD1	chr22	38700204	38700704	0.59029403051097	0.572899189930582	202	130
JOSD2	chr19	50511105	50511605	0.115500495309226	0.112606590077957	378	104
JPH1	chr8	74321111	74321611	0.0701639560955466	0.0628822764567054	835	87
JPH2	chr20	44187328	44187828	0.0354683732757892	0.0289701093133035	827	91
JPH3	chr16	87602636	87603136	0.000403471307446758	0.000321803984686449	228	13
JPH4	chr14	23578550	23579050	0.000855660617180326	0.000498378291228612	451	26
JPX	chrX	73944073	73944573	0.656066514899234	0.66625463624609	565	130
JRK	chr8	142669744	142670244	0.345695776467875	0.340894209506538	745	130
JRKL	chr11	96389743	96390243	0.589554469916475	0.578203164500318	1019	131
JRKL-AS1	chr11	96506627	96507127	0.000190447604582895	6.96774801423814e-05	354	11
JSRP1	chr19	2256173	2256673	0.00525138220926389	0.00379125426934331	297	31
JTB	chr1	153977725	153978225	0.100563938403489	0.0973306669980105	312	115
JUN	chr1	58783863	58784363	0.254430918144227	0.28530812963328	656	91
JUNB	chr19	12791245	12791745	0.374877796690831	0.363248383750357	295	131
JUND	chr19	18281406	18281906	0.490434197694532	0.458835405998397	325	131
JUP	chr17	41786462	41786962	0.151549236002947	0.126542117879125	421	122
KAAG1	chr6	24356652	24357152	0.0188497508755044	0.0157039951038584	279	30
KALRN	chr3	124584408	124584908	0.0272486989947288	0.0226570933560806	983	83
KANK1	chr9	504444	504944	0.365316820906068	0.358491378529009	1217	116
KANK2	chr19	11194340	11194840	0.0934908154710114	0.0908092361889378	419	68
KANK3	chr19	8343012	8343512	0.0575366641147427	0.0513102835831489	437	95
KANK4	chr1	62319162	62319662	0.0103148295712577	0.00950352195898846	618	42
KANSL1	chr17	46192656	46193156	0.703213521989785	0.696026700514892	261	131
KANSL1-AS1	chr17	46193322	46193822	0.707403587636608	0.698290771269986	261	131
KANSL1L	chr2	210171120	210171620	0.723678434655116	0.708956821765298	316	131
KANSL2	chr12	48682002	48682502	0.697306707463412	0.698434229024661	381	131
KANSL3	chr2	96638129	96638629	0.697709669774914	0.697318716373449	916	131
KANTR	chrX	53093906	53094406	0.620146733496771	0.619855885218233	378	131
KARS	chr16	75647437	75647937	0.583574584667815	0.579294161352853	680	131
KAT14	chr20	18141973	18142473	0.00180773620423403	0.00141228718316548	215	8
KAT2A	chr17	42121114	42121614	0.0726681397106046	0.0668363284815754	476	119
KAT2B	chr3	20039781	20040281	0.409614655319826	0.393916759274192	570	129
KAT5	chr11	65711751	65712251	0.679420399278981	0.666192140175399	384	130
KAT6A	chr8	42051776	42052276	0.751371074790268	0.755026417675505	807	131
KAT6B	chr10	74826162	74826662	0.664895981322898	0.655529191514471	401	131
KAT7	chr17	49788368	49788868	0.746998460765607	0.744343317846154	662	130
KAT8	chr16	31117413	31117913	0.485201074072981	0.46131477785774	300	131
KATNA1	chr6	149648554	149649054	0.516530561934565	0.529431518216508	865	130
KATNAL1	chr13	30307237	30307737	0.767177770612577	0.775444649384615	1013	131
KATNAL2	chr18	46946573	46947073	0.0642192943991831	0.0509803486219206	781	89
KATNB1	chr16	57735497	57735997	0.73900979708673	0.730712632587486	957	131
KATNBL1	chr15	34209846	34210346	0.694424394412853	0.679566679029461	517	131
KATNBL1P6	chr6	146803574	146804074	0.000703586540785036	0.000733492520081176	161	9
KAZALD1	chr10	101060991	101061491	0.603194225145356	0.59319855118574	306	131
KAZN	chr1	14598466	14598966	0.00523809780287326	0.00361364542373754	552	36
KBTBD11	chr8	1973627	1974127	0.0979957582867837	0.0901811679968251	1186	83
KBTBD11-OT1	chr8	1971146	1971646	0.0302552587705331	0.0272840090102613	1064	52
KBTBD12	chr3	127922808	127923308	-0.000155391780980577	-0.000187631400673019	73	3
KBTBD13	chr15	65076565	65077065	0.000164690740832135	6.30431307893563e-05	161	7
KBTBD2	chr7	32891606	32892106	0.708299866866121	0.693347892311196	353	131
KBTBD3	chr11	106077488	106077988	0.763773345903545	0.762335785598231	335	131
KBTBD4	chr11	47578765	47579265	0.631407657602624	0.623421411188771	712	131
KBTBD6	chr13	41132550	41133050	0.609792313821721	0.601565107981089	790	131
KBTBD7	chr13	41194325	41194825	0.477430680673755	0.476119093158907	860	129
KBTBD8	chr3	66998052	66998552	0.590249634496832	0.602056729268946	933	127
KC6	chr18	41520347	41520847	-0.000133430367546676	-0.000166100459066215	83	3
KCCAT198	chr12	105326767	105327267	0.0182394091962147	0.0127329992892035	549	54
KCCAT333	chr7	17374666	17375166	0.00869589293491609	0.00612425348380255	425	23
KCMF1	chr2	84970857	84971357	0.453859096380006	0.424862265030642	850	131
KCNA1	chr12	4909656	4910156	3.44956425547569e-05	1.69534560870603e-05	311	18
KCNA10	chr1	110518925	110519425	-0.000179984688155609	-0.0001347947301225	264	13
KCNA2	chr1	110606103	110606603	0.0141633473245108	0.0140694362237621	591	64
KCNA3	chr1	110674783	110675283	0.0462015179717472	0.0426695112657716	499	75
KCNA4	chr11	30016780	30017280	-8.41609724325109e-05	-7.96066944870276e-05	144	7
KCNA5	chr12	5043668	5044168	4.47262429966575e-05	-0.000229884653889654	218	21
KCNA6	chr12	4808925	4809425	0.000296818102488853	-0.000122211464834639	425	20
KCNA7	chr19	49072691	49073191	0.000302669716527693	0.000409353661749247	119	10
KCNAB1	chr3	156120297	156120797	-2.35184972801095e-05	-5.83156527567037e-06	111	5
KCNAB1-AS1	chr3	156446686	156447186	0.000170312124346896	8.5742485839318e-05	118	4
KCNAB1-AS2	chr3	156227633	156228133	-0.000172615337335755	-0.000226073540697899	185	7
KCNAB2	chr1	6025762	6026262	0.136400516051109	0.13973933388496	481	102
KCNAB3	chr17	7929185	7929685	0.0288255633730904	0.0212127299650342	340	42
KCNB1	chr20	49482394	49482894	0.000867660178273315	0.000528971818342296	399	27
KCNB2	chr8	72537140	72537640	0.0138951330203944	0.0120792227186756	454	29
KCNC1	chr11	17735697	17736197	0.000336293544732206	0.000346890212124912	256	7
KCNC2	chr12	75209498	75209998	-0.000245384542892979	-0.000234301233531168	187	6
KCNC3	chr19	50329127	50329627	0.224828184384811	0.218134254552461	392	106
KCNC4	chr1	110210463	110210963	0.445852377789687	0.401685786735386	771	124
KCNC4-AS1	chr1	110209737	110210237	0.480431650699476	0.438087956381384	820	128
KCND1	chrX	48971594	48972094	0.172886901131877	0.140638282945997	387	69
KCND2	chr7	120273417	120273917	0.0140979437734371	0.0126455167964335	512	29
KCND3	chr1	111988905	111989405	0.00852419057185123	0.00797801511215176	237	35
KCND3-AS1	chr1	111909406	111909906	0.000962827068958033	0.000818724738028973	144	14
KCND3-IT1	chr1	111856655	111857155	0.000419062621538785	0.000407581580116562	205	18
KCNE1	chr21	34512025	34512525	0.0641117688531946	0.0639450676876076	596	70
KCNE1B	chr21	34459394	34459894	5.82189264099601e-05	-1.97585442878806e-06	171	7
KCNE2	chr21	34363773	34364273	7.02444836597677e-05	0.000104432159051371	122	6
KCNE3	chr11	74467305	74467805	0.0872537106941889	0.0879978424132166	501	87
KCNE4	chr2	223051679	223052179	0.030089689926735	0.0223552644165947	640	57
KCNE5	chrX	109624918	109625418	0.0235920139929769	0.0206641882759366	553	32
KCNF1	chr2	10911686	10912186	0.010617932292412	0.00966596039866099	766	54
KCNG1	chr20	51022888	51023388	0.0267673857652395	0.0257898959121643	911	84
KCNG2	chr18	79863417	79863917	-8.45394401073833e-05	-0.000130983058353814	54	2
KCNG3	chr2	42493847	42494347	0.169006132831769	0.164318802485007	957	95
KCNG4	chr16	84239500	84240000	0.0192568080308689	0.0180127582212654	336	44
KCNH1	chr1	211133865	211134365	0.0604718116630416	0.0605996425666267	827	92
KCNH2	chr7	150978064	150978564	0.0199825737589623	0.0172819181069255	666	52
KCNH3	chr12	49538906	49539406	0.0267573863863376	0.0257155954519722	267	42
KCNH4	chr17	42181028	42181528	0.097529860486769	0.0979495248858769	397	84
KCNH5	chr14	63044988	63045488	0.000451302743141957	-3.95641375749801e-05	210	14
KCNH6	chr17	63523083	63523583	0.00288583596924572	0.00154413213699568	440	34
KCNH7	chr2	162838497	162838997	0.00335180679783553	0.00163256462361414	231	13
KCNH8	chr3	19148274	19148774	0.0626142983856422	0.0531270803567125	565	57
KCNIP1	chr5	170503785	170504285	0.00386960097022648	0.00315479770924151	370	25
KCNIP2	chr10	101843670	101844170	0.0858327829708446	0.0794127707860071	407	71
KCNIP2-AS1	chr10	101818817	101819317	0.734681625715964	0.723543731761082	456	131
KCNIP3	chr2	95297073	95297573	0.00271290512212781	0.00265827477388303	602	24
KCNIP4	chr4	20882460	20882960	NA	NA	17	1
KCNIP4-IT1	chr4	21852938	21853438	-8.39848751781258e-05	-7.43355300327435e-05	79	3
KCNJ1	chr11	128867123	128867623	0.00668757450044117	0.00607136873608343	1012	47
KCNJ10	chr1	160070011	160070511	0.0411395158817252	0.0388606448935525	730	90
KCNJ11	chr11	17388409	17388909	0.0452993332566965	0.0439742827903662	508	62
KCNJ12	chr17	21376136	21376636	0.00841515043071854	0.00760884888541404	574	34
KCNJ13	chr2	232776315	232776815	0.0030637875181026	0.00231157739603956	569	25
KCNJ14	chr19	48455456	48455956	0.00759508175304359	0.00643617518993808	143	24
KCNJ15	chr21	38256447	38256947	0.00052756422141515	0.000480835933273756	261	12
KCNJ16	chr17	70074974	70075474	0.000305459951769202	6.854020766307e-05	336	17
KCNJ18	chr17	21404885	21405385	0.144168049548889	0.137009833458321	840	106
KCNJ2	chr17	70169284	70169784	0.317171489597108	0.316274897409457	779	116
KCNJ2-AS1	chr17	70169152	70169652	0.300677378326019	0.300178959712302	760	113
KCNJ3	chr2	154698330	154698830	0.00140058981016512	0.00108804123139881	252	15
KCNJ4	chr22	38443778	38444278	-0.000315593003226248	-0.000315940983295248	151	16
KCNJ5	chr11	128891167	128891667	0.0109556078388558	0.00958453800630435	1018	63
KCNJ6	chr21	37916188	37916688	0.00468138980274789	0.0031057482632391	428	32
KCNJ8	chr12	21774571	21775071	0.0575308409672941	0.0524632161828934	724	58
KCNJ9	chr1	160081319	160081819	0.00387290064686654	0.00368128441440152	367	27
KCNK1	chr1	233613753	233614253	0.0497679499783134	0.0408206368050007	861	83
KCNK10	chr14	88326662	88327162	9.38279201552173e-05	3.21932990774532e-05	135	3
KCNK12	chr2	47570081	47570581	0.000373405604955247	0.000248665341162492	384	11
KCNK13	chr14	90061514	90062014	0.0317074588224067	0.0324484268869585	404	46
KCNK15	chr20	44745596	44746096	0.106323359069254	0.107982901680995	673	82
KCNK15-AS1	chr20	44745977	44746477	0.123637284674051	0.125583671499254	740	91
KCNK16	chr6	39322304	39322804	0.00344882244323352	0.00360027791042515	99	12
KCNK17	chr6	39314210	39314710	0.00422231481661529	0.00416218246442517	165	25
KCNK18	chr10	117197238	117197738	-0.00012839899373267	-5.8982416007174e-05	48	4
KCNK2	chr1	215082966	215083466	0.0073459755218448	0.00605307449750743	409	30
KCNK3	chr2	26692462	26692962	0.00541330996534324	0.00483023590525369	492	40
KCNK4	chr11	64291070	64291570	0.00448575741486849	0.00436512825840131	94	17
KCNK4-TEX40	chr11	64291471	64291971	0.0054185100513802	0.00531203810440921	70	19
KCNK5	chr6	39229225	39229725	0.0652270215421225	0.0635317172305973	490	95
KCNK6	chr19	38319593	38320093	0.203343235760539	0.215615247120935	516	113
KCNK7	chr11	65595746	65596246	0.0631407794365344	0.0596310919157165	530	75
KCNK9	chr8	139702806	139703306	0.00598099430890152	0.00599203701036159	163	14
KCNMA1	chr10	77637569	77638069	0.0130668788297275	0.010325838219136	1003	58
KCNMA1-AS1	chr10	76887793	76888293	0.00139549640619245	0.00108125774559957	102	15
KCNMA1-AS2	chr10	77140580	77141080	-0.000154373328832578	-0.00013293435858377	148	4
KCNMA1-AS3	chr10	77350621	77351121	0.0454071944269821	0.0447880541614894	767	77
KCNMB1	chr5	170389427	170389927	0.0527102504190418	0.0524886793276457	949	79
KCNMB2	chr3	178558449	178558949	-0.000199628225341822	-0.000251462191304491	263	9
KCNMB2-AS1	chr3	178860155	178860655	0.00173217871042061	0.00192222224307339	115	9
KCNMB3	chr3	179251365	179251865	0.000316795098223226	0.000110715931205703	191	12
KCNMB4	chr12	70366031	70366531	0.137472562540962	0.129657470988274	981	108
KCNN1	chr19	17951051	17951551	0.0614264422397008	0.0553579695825886	326	52
KCNN2	chr5	114362068	114362568	0.0915233198212095	0.0980174562677448	593	60
KCNN3	chr1	154870028	154870528	0.0371997664490843	0.0322166575906953	500	92
KCNN4	chr19	43781007	43781507	0.098792176521026	0.0973616786577552	363	100
KCNQ1	chr11	2444740	2445240	0.0149320478942032	0.0130350297955944	531	56
KCNQ1-AS1	chr11	2861319	2861819	0.000960260083953451	0.00103441153520692	327	20
KCNQ1DN	chr11	2869782	2870282	-1.54451430781668e-05	-1.45978634094393e-05	127	4
KCNQ1OT1	chr11	2699748	2700248	0.281706030803993	0.298553680082292	1063	128
KCNQ2	chr20	63472427	63472927	-2.86320966632763e-05	-5.94746481756246e-05	280	7
KCNQ3	chr8	132480507	132481007	0.00228442795220151	0.0020947611011215	336	23
KCNQ4	chr1	40783761	40784261	0.00939084845496779	0.00882927705287034	511	53
KCNQ5	chr6	72621592	72622092	0.190588212875537	0.189756010568018	847	101
KCNQ5-AS1	chr6	73143264	73143764	0.000129571724567923	7.84985625405946e-05	308	8
KCNQ5-IT1	chr6	72630244	72630744	3.76804075420434e-06	1.77120199997135e-06	128	2
KCNRG	chr13	50015003	50015503	0.12117867551636	0.127264043035261	581	70
KCNS1	chr20	45100862	45101362	0.00627277691718201	0.00548563525463536	536	38
KCNS2	chr8	98426771	98427271	2.5815316432414e-05	-0.000194156325594793	193	12
KCNS3	chr2	17878406	17878906	0.0861556125337952	0.0800594511051084	1086	96
KCNT1	chr9	135701934	135702434	0.000128740175094224	7.55296643450862e-05	344	22
