GeneSymbol	gene_chr	gene_tss	gene_tss500bp	is_ubiqutious_uniform
LOC101928161	chr2	133265944	133266444	False
LOC101928162	chr12	10749983	10750483	False
LOC101928163	chr1	23521679	23522179	False
LOC101928166	chr3	152205179	152205679	False
LOC101928168	chr7	29124782	29125282	False
LOC101928174	chr15	34754833	34755333	False
LOC101928177	chr1	156621678	156622178	False
LOC101928185	chr2	132915306	132915806	False
LOC101928191	chr6	10953839	10954339	False
LOC101928201	chrX	4633322	4633822	False
LOC101928211	chr7	124351846	124352346	False
LOC101928222	chr2	19989953	19990453	False
LOC101928226	chr1	248696811	248697311	False
LOC101928227	chr15	38040142	38040642	False
LOC101928231	chr6	134478647	134479147	False
LOC101928238	chr19	9538415	9538915	False
LOC101928251	chr17	73513432	73513932	False
LOC101928253	chr6	12000994	12001494	False
LOC101928254	chr7	125264041	125264541	False
LOC101928266	chr17	9178868	9179368	False
LOC101928269	chr21	36004417	36004917	False
LOC101928272	chr10	9295343	9295843	False
LOC101928273	chr2	137927682	137928182	False
LOC101928279	chr4	4761509	4762009	False
LOC101928280	chr6	68329649	68330149	False
LOC101928283	chr7	125184318	125184818	False
LOC101928295	chr19	49387831	49388331	False
LOC101928298	chr10	10058471	10058971	False
LOC101928303	chr1	26225069	26225569	False
LOC101928304	chr6	134539755	134540255	False
LOC101928306	chr4	4920557	4921057	False
LOC101928307	chr6	68634074	68634574	False
LOC101928314	chr4	172726628	172727128	False
LOC101928322	chr10	10462099	10462599	False
LOC101928323	chr3	42654138	42654638	False
LOC101928324	chr1	26467287	26467787	False
LOC101928333	chr7	127214876	127215376	False
LOC101928335	chrX	107935730	107936230	False
LOC101928336	chrX	119291278	119291778	False
LOC101928358	chrX	108736289	108736789	False
LOC101928370	chr1	101236278	101236778	False
LOC101928371	chr2	88538469	88538969	False
LOC101928372	chr1	160932214	160932714	False
LOC101928386	chr2	143936816	143937316	False
LOC101928389	chrX	17528184	17528684	False
LOC101928398	chr21	38857288	38857788	False
LOC101928401	chr7	56537880	56538380	False
LOC101928402	chrX	123961091	123961591	False
LOC101928403	chr2	88627578	88628078	False
LOC101928404	chr1	163161424	163161924	False
LOC101928414	chr15	45278972	45279472	False
LOC101928416	chr12	132329599	132330099	False
LOC101928417	chr16	82990048	82990548	False
LOC101928418	chr17	12705885	12706385	False
LOC101928424	chr11	102452668	102453168	False
LOC101928429	chr6	136783796	136784296	False
LOC101928433	chr6	16760887	16761387	False
LOC101928436	chr1	103525261	103525761	False
LOC101928437	chrX	113042476	113042976	False
LOC101928438	chr9	99819639	99820139	False
LOC101928441	chr12	23175385	23175885	False
LOC101928443	chr11	70065121	70065621	False
LOC101928445	chr5	179603491	179603991	False
LOC101928446	chr16	82773068	82773568	False
LOC101928449	chr12	81953468	81953968	False
LOC101928453	chr10	14074033	14074533	False
LOC101928461	chr6	136628863	136629363	False
LOC101928464	chr19	11987366	11987866	False
LOC101928471	chr12	24223020	24223520	False
LOC101928475	chr17	15014554	15015054	False
LOC101928489	chr6	73695881	73696381	False
LOC101928491	chr6	17511015	17511515	False
LOC101928495	chrX	126109511	126110011	False
LOC101928504	chr14	81220967	81221467	False
LOC101928505	chr5	57650409	57650909	False
LOC101928509	chr4	174220148	174220648	False
LOC101928510	chr11	36077651	36078151	False
LOC101928516	chr6	74069200	74069700	False
LOC101928517	chr19	51181716	51182216	False
LOC101928519	chr6	19180230	19180730	False
LOC101928523	chr9	103999458	103999958	False
LOC101928525	chr9	135506197	135506697	False
LOC101928530	chr12	132887591	132888091	False
LOC101928535	chr11	106251156	106251656	False
LOC101928540	chr6	75382935	75383435	False
LOC101928551	chr4	174831477	174831977	False
LOC101928557	chr16	85792164	85792664	False
LOC101928565	chr1	168495394	168495894	False
LOC101928583	chr3	170467034	170467534	False
LOC101928590	chr4	175790056	175790556	False
LOC101928591	chr11	42085208	42085708	False
LOC101928595	chr16	30096179	30096679	False
LOC101928596	chr1	169103873	169104373	False
LOC101928597	chr12	133036972	133037472	False
LOC101928605	chr7	144195070	144195570	False
LOC101928617	chr12	92145834	92146334	False
LOC101928618	chr7	36095059	36095559	False
LOC101928622	chr4	34039643	34040143	False
LOC101928626	chr1	628759	629259	False
LOC101928627	chrX	36440042	36440542	False
LOC101928650	chr1	170532359	170532859	False
LOC101928651	chr5	61698182	61698682	False
LOC101928659	chr16	87317258	87317758	False
LOC101928661	chr6	146598681	146599181	False
LOC101928663	chr6	25261157	25261657	False
LOC101928673	chr1	173461112	173461612	False
LOC101928674	chr17	78360197	78360697	False
LOC101928682	chr16	87292202	87292702	False
LOC101928696	chr1	174954011	174954511	False
LOC101928697	chr13	19181782	19182282	False
LOC101928700	chr7	147097359	147097859	False
LOC101928708	chr16	87211864	87212364	False
LOC101928718	chr1	111755259	111755759	False
LOC101928725	chr15	58770724	58771224	False
LOC101928728	chr1	26693881	26694381	False
LOC101928730	chr13	112272750	112273250	False
LOC101928731	chr12	93737573	93738073	False
LOC101928737	chr16	87493936	87494436	False
LOC101928739	chr3	179147723	179148223	False
LOC101928748	chr9	115138159	115138659	False
LOC101928767	chr14	85934427	85934927	False
LOC101928775	chr9	115743989	115744489	False
LOC101928782	chr7	131909969	131910469	False
LOC101928786	chr9	138044821	138045321	False
LOC101928791	chr14	88026062	88026562	False
LOC101928796	chr21	45972719	45973219	False
LOC101928797	chr9	117648355	117648855	False
LOC101928804	chr19	54770814	54771314	False
LOC101928807	chr7	132260610	132261110	False
LOC101928809	chr4	75980539	75981039	False
LOC101928812	chr11	45355120	45355620	False
LOC101928820	chr6	85404552	85405052	False
LOC101928823	chr11	112481981	112482481	False
LOC101928834	chr10	19728300	19728800	False
LOC101928837	chr11	76782812	76783312	False
LOC101928841	chr13	113414143	113414643	False
LOC101928844	chr19	5847216	5847716	False
LOC101928847	chr11	112963210	112963710	False
LOC101928851	chr4	57425621	57426121	False
LOC101928855	chr17	80805382	80805882	False
LOC101928858	chr5	67792962	67793462	False
LOC101928861	chr7	133824638	133825138	False
LOC101928865	chr11	78429586	78430086	False
LOC101928881	chr2	233012363	233012863	False
LOC101928882	chr3	180869928	180870428	False
LOC101928887	chr10	64924268	64924768	False
LOC101928894	chr11	46171704	46172204	False
LOC101928896	chr11	78532925	78533425	False
LOC101928902	chr8	144372709	144373209	False
LOC101928907	chr15	62060252	62060752	False
LOC101928909	chr14	90642378	90642878	False
LOC101928911	chr6	87784609	87785109	False
LOC101928917	chrX	149549602	149550102	False
LOC101928924	chr5	69485362	69485862	False
LOC101928932	chr9	138203203	138203703	False
LOC101928936	chr6	88539119	88539619	False
LOC101928937	chr12	99093108	99093608	False
LOC101928940	chr11	114379789	114380289	False
LOC101928942	chr4	81164689	81165189	False
LOC101928943	chr11	47271825	47272325	False
LOC101928944	chr11	80762553	80763053	False
LOC101928961	chr10	67011903	67012403	False
LOC101928977	chr1	115977026	115977526	False
LOC101928978	chr4	84298919	84299419	False
LOC101928985	chr11	115734512	115735012	False
LOC101928988	chr15	63928023	63928523	False
LOC101928994	chr10	69232240	69232740	False
LOC101929002	chr14	92907232	92907732	False
LOC101929006	chr6	29223722	29224222	False
LOC101929011	chr11	116639171	116639671	False
LOC101929019	chr4	12223200	12223700	False
LOC101929054	chr3	52238987	52239487	False
LOC101929057	chr6	89638281	89638781	False
LOC101929058	chr12	103151591	103152091	False
LOC101929064	chr4	86119555	86120055	False
LOC101929066	chr8	18084617	18085117	False
LOC101929073	chr10	25933460	25933960	False
LOC101929076	chr15	67838629	67839129	False
LOC101929080	chr14	95329333	95329833	False
LOC101929084	chr12	103547543	103548043	False
LOC101929089	chr11	118530525	118531025	False
LOC101929095	chr4	15427664	15428164	False
LOC101929099	chr1	117059240	117059740	False
LOC101929106	chr3	187207379	187207879	False
LOC101929109	chr5	76608719	76609219	False
LOC101929116	chr9	126275665	126276165	False
LOC101929117	chr10	26579057	26579557	False
LOC101929122	chr6	159169757	159170257	False
LOC101929123	chr4	17185807	17186307	False
LOC101929124	chr19	22527699	22528199	False
LOC101929128	chr8	9188748	9189248	False
LOC101929130	chr3	187291021	187291521	False
LOC101929134	chr4	88523559	88524059	False
LOC101929140	chr13	41132677	41133177	False
LOC101929147	chr1	119140145	119140645	False
LOC101929154	chr5	77884405	77884905	False
LOC101929159	chr3	57692954	57693454	False
LOC101929161	chr4	25569096	25569596	False
LOC101929162	chr12	107736304	107736804	False
LOC101929163	chr6	32254922	32255422	False
LOC101929165	chr10	74912535	74913035	False
LOC101929172	chr8	21297988	21298488	False
LOC101929188	chr6	33633495	33633995	False
LOC101929199	chr4	27217228	27217728	False
LOC101929208	chr11	120957789	120958289	False
LOC101929210	chr4	94207306	94207806	False
LOC101929217	chr8	48620152	48620652	False
LOC101929224	chr1	200669256	200669756	False
LOC101929227	chr11	120894547	120895047	False
LOC101929229	chr8	10839775	10840275	False
LOC101929231	chr2	149587107	149587607	False
LOC101929234	chr10	75408906	75409406	False
LOC101929237	chr8	22877721	22878221	False
LOC101929241	chr14	97458565	97459065	False
LOC101929243	chr6	34695903	34696403	False
LOC101929259	chr13	45106028	45106528	False
LOC101929268	chr8	48551316	48551816	False
LOC101929269	chr8	11066839	11067339	False
LOC101929279	chr10	30211601	30212101	False
LOC101929282	chr2	150628646	150629146	False
LOC101929294	chr8	24548368	24548868	False
LOC101929295	chr11	95150288	95150788	False
LOC101929297	chr6	166236718	166237218	False
LOC101929315	chr8	24514618	24515118	False
LOC101929319	chr2	151379121	151379621	False
LOC101929331	chr9	129282165	129282665	False
LOC101929340	chr11	124758883	124759383	False
LOC101929341	chr8	52194111	52194611	False
LOC101929352	chr10	31187632	31188132	False
LOC101929353	chr4	100189782	100190282	False
LOC101929371	chr20	9986082	9986582	False
LOC101929372	chr22	17588942	17589442	False
LOC101929380	chr5	87119897	87120397	False
LOC101929384	chr12	203394	203894	False
LOC101929411	chr3	102163454	102163954	False
LOC101929413	chr20	10909022	10909522	False
LOC101929415	chr8	56445556	56446056	False
LOC101929420	chr6	168242687	168243187	False
LOC101929427	chr11	126652527	126653027	False
LOC101929431	chr10	32445806	32446306	False
LOC101929439	chr15	76181236	76181736	False
LOC101929441	chr1	204141157	204141657	False
LOC101929445	chr10	42871270	42871770	False
LOC101929448	chr4	103424791	103425291	False
LOC101929452	chr2	7077630	7078130	False
LOC101929457	chr15	77525344	77525844	False
LOC101929460	chr6	169035393	169035893	False
LOC101929464	chr1	33350101	33350601	False
LOC101929470	chr8	29828254	29828754	False
LOC101929473	chr11	127066751	127067251	False
LOC101929488	chr8	57343536	57344036	False
LOC101929497	chr11	127270819	127271319	False
LOC101929504	chr6	169182490	169182990	False
LOC101929512	chr2	161254393	161254893	False
LOC101929516	chr1	39564819	39565319	False
LOC101929517	chr11	128525891	128526391	False
LOC101929523	chr6	169212961	169213461	False
LOC101929524	chr5	16615675	16616175	False
LOC101929526	chr20	18698458	18698958	False
LOC101929528	chr8	58271851	58272351	False
LOC101929529	chr4	105826922	105827422	False
LOC101929532	chr2	162114190	162114690	False
LOC101929536	chr1	39788725	39789225	False
LOC101929538	chr11	128686672	128687172	False
LOC101929541	chr1	212234486	212234986	False
LOC101929549	chr12	4719852	4720352	False
LOC101929550	chr8	35710070	35710570	False
LOC101929551	chr2	7899405	7899905	False
LOC101929552	chr17	82716003	82716503	False
LOC101929555	chr6	41023030	41023530	False
LOC101929563	chr9	23672149	23672649	False
LOC101929570	chr2	162768685	162769185	False
LOC101929572	chr14	18980492	18980992	False
LOC101929574	chr10	80535692	80536192	False
LOC101929577	chr4	106022228	106022728	False
LOC101929579	chr3	107381909	107382409	False
LOC101929584	chr12	5242901	5243401	False
LOC101929586	chr15	80562694	80563194	False
LOC101929592	chr1	43727093	43727593	False
LOC101929595	chr4	107931869	107932369	False
LOC101929596	chr2	38515490	38515990	False
LOC101929613	chr16	2998704	2999204	False
LOC101929621	chr4	108556982	108557482	False
LOC101929622	chr8	37717328	37717828	False
LOC101929626	chr1	46133120	46133620	False
LOC101929633	chr2	164840498	164840998	False
LOC101929634	chr14	104665308	104665808	False
LOC101929645	chr5	29064993	29065493	False
LOC101929646	chr10	85432522	85433022	False
LOC101929653	chr11	131540617	131541117	False
LOC101929657	chr13	52128644	52129144	False
LOC101929662	chr10	85432612	85433112	False
LOC101929679	chr15	85758475	85758975	False
LOC101929680	chr2	166081280	166081780	False
LOC101929698	chr20	32509708	32510208	False
LOC101929705	chr6	44074402	44074902	False
LOC101929709	chr8	89757461	89757961	False
LOC101929710	chr5	95961750	95962250	False
LOC101929715	chr2	10449477	10449977	False
LOC101929718	chr14	20998913	20999413	False
LOC101929719	chr5	140157068	140157568	False
LOC101929721	chr1	49257160	49257660	False
LOC101929726	chr6	44216688	44217188	False
LOC101929741	chr4	118685091	118685591	False
LOC101929748	chr9	92807837	92808337	False
LOC101929753	chr2	170350693	170351193	False
LOC101929762	chr4	119212394	119212894	False
LOC101929767	chr17	43170153	43170653	False
LOC101929798	chr1	149747562	149748062	False
LOC101929829	chr22	42130631	42131131	False
LOC101929882	chr2	10043151	10043651	False
LOC101929897	chr8	42270711	42271211	False
LOC101929901	chr1	41375419	41375919	False
LOC101929926	chr2	126898635	126899135	False
LOC101929935	chr1	56645068	56645568	False
LOC101929998	chr7	154060320	154060820	False
LOC101930010	chr6	56843735	56844235	False
LOC101930071	chr19	42396877	42397377	False
LOC101930085	chr7	35694955	35695455	False
LOC101930094	chr21	42496288	42496788	False
LOC101930114	chr1	209723875	209724375	False
LOC101930370	chr4	173169402	173169902	False
LOC101930452	chr12	9367213	9367713	False
LOC102031319	chr10	32347113	32347613	False
LOC102467080	chr5	54744008	54744508	False
LOC102467081	chr5	55023919	55024419	False
LOC102467216	chr5	112682638	112683138	False
LOC102467217	chr5	115672402	115672902	False
LOC102467222	chr8	20953382	20953882	False
LOC102467226	chr5	121322299	121322799	False
LOC102503427	chr5	72556826	72557326	False
LOC102546229	chr5	134434797	134435297	False
LOC102546294	chr5	148383600	148384100	False
LOC102546299	chr5	164470028	164470528	False
LOC102606465	chr1	101025595	101026095	False
LOC102606466	chr20	12936713	12937213	False
LOC102723322	chr8	85176791	85177291	False
LOC102723330	chr11	17696689	17697189	False
LOC102723335	chr15	100558415	100558915	False
LOC102723344	chr15	63389979	63390479	False
LOC102723345	chr13	29647442	29647942	False
LOC102723354	chr14	105093896	105094396	False
LOC102723373	chr16	53373242	53373742	False
LOC102723376	chr18	11824	12324	False
LOC102723385	chr16	19067441	19067941	False
LOC102723427	chr7	68020002	68020502	False
LOC102723439	chr10	74529074	74529574	False
LOC102723471	chr17	36936411	36936911	False
LOC102723493	chr15	67063932	67064432	False
LOC102723517	chr17	72057484	72057984	False
LOC102723544	chr12	257049	257549	False
LOC102723557	chr5	126776236	126776736	False
LOC102723566	chr9	127815815	127816315	False
LOC102723582	chr3	122415955	122416455	False
LOC102723604	chr14	51918321	51918821	False
LOC102723640	chr15	72636705	72637205	False
LOC102723649	chr6	137665395	137665895	False
LOC102723661	chr1	95991817	95992317	False
LOC102723665	chr10	96832208	96832708	False
LOC102723672	chr7	149188	149688	False
LOC102723692	chr16	17134253	17134753	False
LOC102723701	chr8	37737176	37737676	False
LOC102723703	chr10	80530999	80531499	False
LOC102723704	chr4	102776786	102777286	False
LOC102723727	chr1	211829386	211829886	False
LOC102723729	chr8	41578118	41578618	False
LOC102723753	chr16	32187863	32188363	False
LOC102723766	chr4	184382056	184382556	False
LOC102723778	chr4	31170893	31171393	False
LOC102723809	chr14	64540118	64540618	False
LOC102723824	chr2	42169981	42170481	False
LOC102723828	chr4	31997128	31997628	False
LOC102723831	chr6	151228207	151228707	False
LOC102723833	chr1	216072214	216072714	False
LOC102723838	chr11	102467004	102467504	False
LOC102723883	chr6	68055100	68055600	False
LOC102723885	chr7	88216409	88216909	False
LOC102723886	chr1	219557074	219557574	False
LOC102723895	chr11	104609052	104609552	False
LOC102723968	chr13	63843875	63844375	False
LOC102724009	chr17	5019843	5020343	False
LOC102724020	chr12	10030356	10030856	False
LOC102724034	chr15_KI270850v1_alt	123008	123508	False
LOC102724050	chr12	54353440	54353940	False
LOC102724053	chr6	159383280	159383780	False
LOC102724058	chr2	165957167	165957667	False
LOC102724064	chr11	66347740	66348240	False
LOC102724084	chr16	80562885	80563385	False
LOC102724094	chr7	101017358	101017858	False
LOC102724096	chr6	4189779	4190279	False
LOC102724152	chr6	163671234	163671734	False
LOC102724153	chr14	75579338	75579838	False
LOC102724156	chr9	88077650	88078150	False
LOC102724163	chr16	83803726	83804226	False
LOC102724190	chr14	77075941	77076441	False
LOC102724264	chr10	43778652	43779152	False
LOC102724265	chr11	69425420	69425920	False
LOC102724297	chr3	46406809	46407309	False
LOC102724301	chr11	119729332	119729832	False
LOC102724323	chr10	45452871	45453371	False
LOC102724357	chr6	169067535	169068035	False
LOC102724360	chr19	18940003	18940503	False
LOC102724404	chr5	157459850	157460350	False
LOC102724421	chr12	67096034	67096534	False
LOC102724428	chr21	43426939	43427439	False
LOC102724434	chr7	116286414	116286914	False
LOC102724450	chr1	6205530	6206030	False
LOC102724452	chr15	86988176	86988676	False
LOC102724467	chr16	87778898	87779398	False
LOC102724484	chr7	29208720	29209220	False
LOC102724502	chr21	32958637	32959137	False
LOC102724511	chr6	170160391	170160891	False
LOC102724532	chr17	47895566	47896066	False
LOC102724552	chr1	8424394	8424894	False
LOC102724555	chr7	123624707	123625207	False
LOC102724562	chr1	16759807	16760307	False
LOC102724579	chr2	85213401	85213901	False
LOC102724580	chr9	63335228	63335728	False
LOC102724589	chr10	114994406	114994906	False
LOC102724593	chr10	46597895	46598395	False
LOC102724596	chr17	49362131	49362631	False
LOC102724601	chr1	174159037	174159537	False
LOC102724604	chr3	181442236	181442736	False
LOC102724612	chr8	63465598	63466098	False
LOC102724623	chr8	64368308	64368808	False
LOC102724652	chr21	43168790	43169290	False
LOC102724659	chr1	11779369	11779869	False
LOC102724663	chr12	81278938	81279438	False
LOC102724691	chr2	105038246	105038746	False
LOC102724708	chr8	67343583	67344083	False
LOC102724710	chr8	92655244	92655744	False
LOC102724719	chr10	51068302	51068802	False
LOC102724738	chr7	63349816	63350316	False
LOC102724760	chr15	22160680	22161180	False
LOC102724776	chr4	155353965	155354465	False
LOC102724784	chr11	8768527	8769027	False
LOC102724804	chr8	96387188	96387688	False
LOC102724814	chr14	23560846	23561346	False
LOC102724849	chr2	215453456	215453956	False
LOC102724874	chr8	77450446	77450946	False
LOC102724890	chr14	26809097	26809597	False
LOC102724908	chr19	28606437	28606937	False
LOC102724919	chr1	186434910	186435410	False
LOC102724927	chr16	3950194	3950694	False
LOC102724933	chr12	93174115	93174615	False
LOC102724957	chr11	15643634	15644134	False
LOC102724958	chr19	28968217	28968717	False
LOC102725022	chr15	31215770	31216270	False
LOC102725072	chr22	18849867	18850367	False
LOC102725080	chr8	13629439	13629939	False
LOC102725126	chr9	40992011	40992511	False
LOC102725191	chr7	12496178	12496678	False
LOC102725254	chr19	18204479	18204979	False
LOC103021295	chr17	4271644	4272144	False
LOC103171574	chr15	84422268	84422768	False
LOC103191607	chr13	52334044	52334544	False
LOC103312105	chr11	38646106	38646606	False
LOC103344931	chr10	112823245	112823745	False
LOC103352541	chr6	139991011	139991511	False
LOC103611081	chr11	130869997	130870497	False
LOC103908605	chr9	62532117	62532617	False
LOC104054148	chr8	101984181	101984681	False
LOC104613533	chr15	92471296	92471796	False
LOC104968399	chr18	3261580	3262080	False
LOC105274304	chr17	76671677	76672177	False
LOC105369146	chr7	81561569	81562069	False
LOC105369187	chr12	65557061	65557561	False
LOC105369192	chr4	88284679	88285179	False
LOC105369332	chr11	62831983	62832483	False
LOC105369340	chr11	64246803	64247303	False
LOC105369391	chr11	75582945	75583445	False
LOC105369423	chr11	87719161	87719661	False
LOC105369431	chr11	92915378	92915878	False
LOC105369438	chr11	94740105	94740605	False
LOC105369443	chr11	96508174	96508674	False
LOC105369473	chr11	106131866	106132366	False
LOC105369486	chr11	110354863	110355363	False
LOC105369507	chr11	115396505	115397005	False
LOC105369509	chr11	115333326	115333826	False
LOC105369532	chr11	120818865	120819365	False
LOC105369595	chr12	586236	586736	False
LOC105369632	chr12	6889108	6889608	False
LOC105369691	chr12	22624796	22625296	False
LOC105369723	chr12	31886953	31887453	False
LOC105369738	chr12	42646332	42646832	False
LOC105369739	chr12	42691965	42692465	False
LOC105369747	chr12	47307149	47307649	False
LOC105369781	chr12	56024841	56025341	False
LOC105369785	chr12	58087641	58088141	False
LOC105369860	chr12	78359496	78359996	False
LOC105369879	chr12	87330488	87330988	False
LOC105369891	chr12	89947442	89947942	False
LOC105369893	chr12	90293067	90293567	False
LOC105369911	chr12	93943356	93943856	False
LOC105369920	chr12	95802846	95803346	False
LOC105369921	chr12	95858589	95859089	False
LOC105369945	chr12	103495789	103496289	False
LOC105369971	chr12	51847972	51848472	False
LOC105369980	chr12	110957568	110958068	False
LOC105370014	chr12	118761429	118761929	False
LOC105370016	chr12	118833286	118833786	False
LOC105370024	chr12	119176234	119176734	False
LOC105370068	chr12	127655338	127655838	False
LOC105370177	chr13	42424641	42425141	False
LOC105370203	chr13	49247590	49248090	False
LOC105370306	chr13	88142616	88143116	False
LOC105370333	chr13	100088693	100089193	False
LOC105370369	chr13	111595758	111596258	False
LOC105370424	chr14	28785537	28786037	False
LOC105370457	chr14	38882344	38882844	False
LOC105370473	chr14	44507158	44507658	False
LOC105370489	chr14	50821546	50822046	False
LOC105370526	chr14	61750847	61751347	False
LOC105370586	chr14	79199731	79200231	False
LOC105370605	chr14	85387024	85387524	False
LOC105370619	chr14	90516959	90517459	False
LOC105370622	chr14	90697082	90697582	False
LOC105370697	chr14	105531604	105532104	False
LOC105370757	chr15	32672815	32673315	False
LOC105370792	chr15	41892526	41893026	False
LOC105370802	chr15	45704944	45705444	False
LOC105370829	chr15	55056496	55056996	False
LOC105370888	chr15	72473989	72474489	False
LOC105370941	chr15	39782655	39783155	False
LOC105370943	chr15	40906558	40907058	False
LOC105370954	chr15	86932629	86933129	False
LOC105371038	chr16	649063	649563	False
LOC105371046	chr16	1580276	1580776	False
LOC105371049	chr16	2091185	2091685	False
LOC105371083	chr16	11344962	11345462	False
LOC105371184	chr16	679527	680027	False
LOC105371267	chr16	53052623	53053123	False
LOC105371328	chr16	70188071	70188571	False
LOC105371335	chr16	71513560	71514060	False
LOC105371414	chr16	89295877	89296377	False
LOC105371430	chr17	413773	414273	False
LOC105371433	chr1	150160477	150160977	False
LOC105371458	chr1	157925716	157926216	False
LOC105371485	chr17	2017465	2017965	False
LOC105371506	chr17	5468841	5469341	False
LOC105371592	chr17	2712058	2712558	False
LOC105371703	chr17	27088991	27089491	False
LOC105371730	chr17	32142885	32143385	False
LOC105371789	chr17	44115661	44116161	False
LOC105371795	chr17	45171235	45171735	False
LOC105371814	chr17	48908733	48909233	False
LOC105371824	chr17	50538504	50539004	False
LOC105371849	chr17	60079058	60079558	False
LOC105371880	chr17	69485282	69485782	False
LOC105371899	chr17	76968949	76969449	False
LOC105371907	chr17	77281647	77282147	False
LOC105371925	chr17	81228456	81228956	False
LOC105371998	chr18	12432523	12433023	False
LOC105372028	chr18	24725530	24726030	False
LOC105372038	chr18	27342406	27342906	False
LOC105372068	chr18	37274209	37274709	False
LOC105372069	chr18	36923564	36924064	False
LOC105372071	chr18	36663168	36663668	False
LOC105372179	chr18	69469680	69470180	False
LOC105372273	chr19	11203377	11203877	False
LOC105372280	chr19	12687747	12688247	False
LOC105372383	chr19	35946864	35947364	False
LOC105372397	chr19	38596096	38596596	False
LOC105372419	chr19	45090141	45090641	False
LOC105372440	chr19	50785960	50786460	False
LOC105372441	chr19	50830279	50830779	False
LOC105372476	chr19	57280084	57280584	False
LOC105372480	chr19	58326998	58327498	False
LOC105372483	chr19	58362375	58362875	False
LOC105372493	chr20	1118198	1118698	False
LOC105372582	chr20	25750957	25751457	False
LOC105372653	chr20	49915571	49916071	False
LOC105372672	chr20	53608103	53608603	False
LOC105372695	chr20	58773174	58773674	False
LOC105372795	chr21	37063816	37064316	False
LOC105372833	chr21	44250562	44251062	False
LOC105372977	chr22	27187265	27187765	False
LOC105373021	chr22	36703625	36704125	False
LOC105373031	chr22	38570249	38570749	False
LOC105373044	chr22	41560633	41561133	False
LOC105373051	chr22	43212423	43212923	False
LOC105373100	chr22	50737919	50738419	False
LOC105373156	chrX	6226107	6226607	False
LOC105373185	chrX	41275488	41275988	False
LOC105373300	chrX	103554703	103555203	False
LOC105373338	chrX	130802385	130802885	False
LOC105373352	chr2	557950	558450	False
LOC105373368	chrX	151910833	151911333	False
LOC105373378	chrX	153351778	153352278	False
LOC105373383	chrX	153599089	153599589	False
LOC105373394	chr2	3973910	3974410	False
LOC105373496	chr2	96532056	96532556	False
LOC105373553	chr2	110610875	110611375	False
LOC105373562	chr2	112541962	112542462	False
LOC105373609	chr2	127570712	127571212	False
LOC105373656	chr2	144524194	144524694	False
LOC105373764	chr2	177673071	177673571	False
LOC105373782	chr2	185166822	185167322	False
LOC105373805	chr2	191021275	191021775	False
LOC105373876	chr2	216867559	216868059	False
LOC105373878	chr2	217978456	217978956	False
LOC105374060	chr3	118810583	118811083	False
LOC105374194	chr3	166898432	166898932	False
LOC105374205	chr3	169447616	169448116	False
LOC105374297	chr3	195651909	195652409	False
LOC105374313	chr3	150096192	150096692	False
LOC105374344	chr4	1113388	1113888	False
LOC105374366	chr4	6673631	6674131	False
LOC105374389	chr2	29475127	29475627	False
LOC105374428	chr4	42391018	42391518	False
LOC105374516	chr4	21581845	21582345	False
LOC105374546	chr4	26860349	26860849	False
LOC105374620	chr5	2917603	2918103	False
LOC105374704	chr5	29880309	29880809	False
LOC105374727	chr5	37248795	37249295	False
LOC105374820	chr2	78545280	78545780	False
LOC105374952	chr6	17705879	17706379	False
LOC105374960	chr6	19449570	19450070	False
LOC105374972	chr6	22717674	22718174	False
LOC105374988	chr6	26569073	26569573	False
LOC105375014	chr6	30847909	30848409	False
LOC105375075	chr6	44551631	44552131	False
LOC105375115	chr7	174669	175169	False
LOC105375166	chr7	15667696	15668196	False
LOC105375218	chr7	30285835	30286335	False
LOC105375297	chr7	57221924	57222424	False
LOC105375304	chr7	26376451	26376951	False
LOC105375396	chr7	92437064	92437564	False
LOC105375401	chr7	93890643	93891143	False
LOC105375429	chr7	100656310	100656810	False
LOC105375483	chr7	123994371	123994871	False
LOC105375504	chr7	130366877	130367377	False
LOC105375512	chr7	133108261	133108761	False
LOC105375545	chr7	143286084	143286584	False
LOC105375556	chr7	147671428	147671928	False
LOC105375650	chr8	95072932	95073432	False
LOC105375690	chr8	103498981	103499481	False
LOC105375713	chr8	116651849	116652349	False
LOC105375734	chr8	122568394	122568894	False
LOC105375744	chr8	124997948	124998448	False
LOC105375773	chr8	133683816	133684316	False
LOC105375787	chr8	141254316	141254816	False
LOC105375800	chr8	143760258	143760758	False
LOC105375843	chr8	55520728	55521228	False
LOC105375972	chr9	9799141	9799641	False
LOC105376064	chr9	41698751	41699251	False
LOC105376114	chr9	83707584	83708084	False
LOC105376194	chr9	104269978	104270478	False
LOC105376271	chr9	125200146	125200646	False
LOC105376306	chr9	133030172	133030672	False
LOC105376331	chr9	137946810	137947310	False
LOC105376351	chr10	2501212	2501712	False
LOC105376360	chr10	3318444	3318944	False
LOC105376365	chr10	3833699	3834199	False
LOC105376382	chr10	5595868	5596368	False
LOC105376398	chr10	8594141	8594641	False
LOC105376430	chr10	14972313	14972813	False
LOC105376468	chr10	28495563	28496063	False
LOC105376480	chr10	30722968	30723468	False
LOC105376554	chr11	12030624	12031124	False
LOC105376575	chr11	17331791	17332291	False
LOC105376599	chr11	26287757	26288257	False
LOC105376633	chr11	37938350	37938850	False
LOC105376671	chr11	27471480	27471980	False
LOC105376731	chr15	75229440	75229940	False
